,Game Name,Place Ids,Min Price,Max Price,Median Price,Mean Price
1641,"Climb 1,000 Stairs",5702593762,100,1500,275.0,491.6666666666667
1642,[NEW UPDATE⭐] DHRP OUTFITS,17160380588,50,50,50.0,50.0
1643,[💻HACKER] Tomato's Murder Mystery 2,17106851235,15,335,75.0,100.6
1644,Toilet Frontier,16330418624,99,1488,324.0,447.625
1645,Blox Hunt | Help Test v3.0!,70005410,75,500,300.0,309.375
1646,[😱NEW] Skibidi Toilet Morphs,14948124022,75,200,150.0,137.5
1647,Wisteria,4723618670,50,350,200.0,184.0
1648,town,4991214437,1,1000,75.0,287.75
1649,Zombie Wars Tycoon,13240957708,199,1899,349.0,544.5555555555555
1650,Cat Race,14897390634,125,1299,349.5,418.8636363636364
1651,Jump Into Ragatha,16198595351,79,2499,274.0,698.5833333333334
1652,BLOODGENE REVAMP,14788658190,100,350,137.5,166.66666666666666
1653,🧁FNAF CHICA BARRY'S PRISON RUN! (OBBY),15017097118,100,499,150.0,203.48717948717947
1654,😠 PROVE DAD WRONG BY BEING A CRIMINAL,15466872950,59,1399,274.0,448.2857142857143
1655,Punch Wall Simulator,12851888521,199,3499,499.5,827.0714285714286
1656,Airport Security Simulator,17200181963,99,399,199.0,209.0
1657,[UPD] BraveOrder +50%💰,13623909113,29,699,349.0,315.42857142857144
1658,SCP-096 [1.3],2900806131,39,699,289.0,310.6666666666667
1659,⚔️RED VS BLUE!,16868747884,30,399,112.5,159.0
1660,✈️ Landvetter Airport Simulator,7210377655,10,4000,600.0,1015.3636363636364
1661,SPTS : Modded,15786769057,49,799,448.5,438.8333333333333
1662,[⭐UPD17] Anime Max Simulator,14752086859,49,699,339.0,332.8125
1663,The Floor is LAVA 🔥,16446142514,79,799,349.0,353.0
1664,Tower Simulator [VENUS!],5740246170,49,150,87.0,84.125
1665,Account Value,12093459259,25,75,50.0,50.0
1666,[REBIRTH] Find The Footballers [80],17291052128,79,799,174.0,296.5
1667,🍣 MAKE SUSHI AND PROVE DAD WRONG,15809438989,13,399,199.0,229.33333333333334
1668,[✏️เปิดเทอม]🌺City BanNa🌼,6925849909,20,250,50.0,92.0
1669,🐀🎶 Rap Ability Test 0.16,9571630408,199,199,199.0,199.0
1670,⚔️ Sword Clicker,13642296453,99,2499,499.0,697.5714285714286
1671,Obby But You're A Wheelchair [NEW],15189761478,29,449,224.0,224.83333333333334
1672,Dinosaur Zoo Tycoon 🦖,6412231967,85,450,224.5,236.35714285714286
1673,Midnight Cleaners [HORROR],16230573314,35,699,274.5,317.9
1674,⚔️ SKYWARS 🏹,855499080,40,600,300.0,332.94117647058823
1675,Assassin!,379614936,350,600,399.0,449.6666666666667
1676,Aviation Airfield [FLY PLANES!],9924209123,25,499,149.0,207.53333333333333
1677,Unwavering Soul,2317185366,50,750,150.0,275.0
1678,Snow Shoveling Simulator,1252559098,29,499,199.0,210.42857142857142
1679,[EP74] Skibidi Toilet RNG,17169373970,99,799,299.0,374.0
1680,[GT3!] Project Trackday,4864763388,100,749,424.5,424.5
1681,BLUEY TYCOON,16119292238,99,1999,199.0,411.75
1682,NOT POSSIBLE OBBY,17362717957,15,798,188.5,317.1666666666667
1683,Undertale: Universal Massacre,8389734939,25,2500,500.0,752.7777777777778
1684,Nightmare Elemental,13896814622,199,1699,499.0,649.0
1685,[TRADE!🔁] Hoverboard Race!,8483036737,49,629,349.0,315.06666666666666
1686,Tornado Alley Ultimate,2313058949,99,749,249.0,369.0
1687,Universal Roblox Theme Park,523707617,50,500,125.0,168.75
1688,Swordburst 2,659222129,150,400,300.0,296.0
1689,Anime Power Tycoon,9157400082,59,699,229.0,287.3333333333333
1690,🛍️Outfit Square X adidas,16874704673,199,199,199.0,199.0
1691,Mega Pyramid Tycoon 🔥,6463538177,29,850,149.0,221.72
1692,🔪Survival The Barry The Killer,16907486737,79,999,179.0,244.23809523809524
1693,Teamwork Puzzles Obby,15109861247,100,575,175.0,242.85714285714286
1694,Sorcerer Tower Defense [UPDATE!],17720162456,99,299,199.0,199.0
1695,SWAT ROLEPLAY SIMULATOR,6685298269,149,6500,754.0,1075.904761904762
1696,The Tianguis [NEW ANTIJITS 🥙 ],7927071915,39,100,69.0,69.33333333333333
1697,🔔 Escape School Obby! (NEW) (READ DESC),2633045394,100,150,150.0,135.0
1698,[🎉15M+X20🚨] Clicker League,10033487652,99,349,199.0,204.88888888888889
1699,[NEW MAP] Elite Zombie Lab,8426538932,25,369,69.0,134.55555555555554
1700,99999X EVENT) A Modded Adventure,17041031058,100,50000,1950.0,5451.933333333333
1701,🧱 popper (throw yourself!),9681195418,150,350,250.0,250.0
1702,[🌼CODE] Prodigy's Murder Mystery 2,15807636875,15,335,99.0,97.57575757575758
1703,1% Win Stairs Obby,16731688318,129,799,274.0,341.5
1704,The Normal Elevator,230362888,25,90,40.0,48.125
1705,Pro Piece (Pro Max),10232731562,4000,999999,501999.5,501999.5
1706,[COINS!] SPIN 4 FREE UGC,16070671286,199,1199,449.0,561.5
1707,[Combat!] KJ Game,17439927824,100,2000,450.0,670.0
1708,Every Second Your Neck Grows,11636534838,3,399,298.0,249.0
1709,Entry Point,740581508,35,1200,525.0,530.8333333333334
1710,Baybrook 🏠 RP,12018298600,34,749,199.0,341.77777777777777
1711,SandBox,9450761674,200,200,200.0,200.0
1712,Aircraft Carrier [BETA],5140123832,30,200,150.0,122.0
1713,1% Win Impossible Obby,12609339488,299,899,399.0,532.3333333333334
1714,Northside Chicago,8596797381,15,425,275.0,257.22222222222223
1715,Frankie's Funhouse 🎪,12779717609,399,399,399.0,399.0
1716,Tornado Simulator,9300344892,400,1000,500.0,633.3333333333334
1717,Defender's Depot 2 Tower Defense,10772052398,99,699,199.0,270.42857142857144
1718,Super Easy Candy Obby,13765257181,500,750,625.0,625.0
1719,Anime Battlegrounds,14598599872,2,349,174.0,182.58333333333334
1720,[🏷️SALE] Bikelife: Miami,7998104389,45,2500,131.0,710.25
1721,DSRPG2,4734949248,25,2000,250.0,321.5
1722,⚔️ Sword Legends Simulator,16682148962,98,2498,348.0,636.4615384615385
1723,[VIP PASS REWORK] Alpha Killstreak,17449489324,99,1499,224.0,511.5
1724,FREE Fake Headless,17485444921,79,179,79.0,101.8
1725,Cube Workshop,16808622404,75,400,75.0,166.66666666666666
1726,[UPDATE] 🚗 Car Crash System,9601565001,99,699,374.0,399.0
1727,[☢️] Stud Long Jump Per Difficulty Chart Obby,7493270266,50,799,324.0,347.64285714285717
1728,[UPD10]Ninja Star Simulator,8381567809,139,599,349.0,352.5
1729,Mining Race,16356230818,49,1499,229.0,335.6666666666667
1730,Canterbury & District Bus Simulator V4.1,242876658,100,100,100.0,100.0
1731,Car Racing Simulator,15348259455,78,428,173.0,218.0
1732,My Dragon Tycoon🐲,6296076147,299,1499,799.0,742.1428571428571
1733,Iron Man: Suspense,11759530872,199,799,399.0,435.8421052631579
1734,Car Crash Simulator,156149963,75,715,99.0,192.55555555555554
1735,[UPDATE24!] ⛏️ Block Miner Simulator,13252232738,149,799,299.0,392.3333333333333
1736,Epix's RNG 🍀 [WISHES!],16500353683,99,399,249.0,249.0
1737,The Funfair Experience 🎪,15986288705,35,99,50.0,61.333333333333336
1738,⭐ [TYLA] Dani's TT Dances (Emotes),6356119447,15,1550,150.0,280.55555555555554
1739,💗 Girls Tycoon,17459686991,129,1499,199.0,351.5
1740,💿 KOYA DANCE STUDIO,16962279458,80,400,250.0,243.33333333333334
1741,[PATCH 1.0] Dragon Ball Online Generations,4195834406,75,800,250.0,329.1666666666667
1742,Frappé V4,5580097107,45,975,187.5,230.0
1743,Space Tycoon,7535149098,50,1800,220.0,366.11764705882354
1744,My Salon Tycoon✨,5930941618,79,599,249.0,280.7647058823529
1745,Worms Royale [NEW!],14942211826,239,479,359.0,359.0
1746,Ultimate Car Dealership Tycoon,13935135405,99,499,249.0,257.3333333333333
1747,Every Second You Get +1 Sword,13506552738,99,999,399.0,441.85714285714283
1748,Climb Stairway To Heaven Obby! 😇,16209087257,8,550,112.5,176.05555555555554
1749,🔷🔹Pulse RP ||  Above All🔹🔷,2538919751,55,200,100.0,107.94117647058823
1750,Become Forklift Certified Obby!,13033713206,149,299,224.0,224.0
1751,🏆 Jackpot Tycoon,13507778824,129,399,229.0,246.5
1752,The Flash: Earth Prime,4812093631,56,325,150.0,163.5
1753,[Star Rage + 3X]Jujutsu Legacy,15694107053,80,1500,725.0,757.5
1754,Neon Obby,16801093723,99,799,99.0,332.3333333333333
1755,[EVENT!] Trade Clicker,14734953988,50,1000,500.0,510.0
1756,House Tycoon,4109933355,60,800,450.0,434.0
1757,Shoot a Gun,15839834917,29,499,149.0,200.33333333333334
1758,[UPD] Snowboard Obby ❄ World 6,15479016377,99,399,199.0,270.42857142857144
1759,Nanny [HORROR],7169897329,75,700,400.0,375.0
1760,(R15 CHEER 🏥) Lady Athletics Cheerleading 🤸‍♀️,10696371040,45,80,50.0,60.0
1761,Custom PC Tycoon! 🖥️,6442957604,49,699,124.0,220.0
1762,🧽ESCAPE SPONGEBOY AND KRUSTY KRAB OBBY!!🍔 (NEW),17075148903,100,450,150.0,202.48648648648648
1763,Viral Simulator [⛱️SUMMER],14999903049,29,1499,279.0,361.63157894736844
1764,Star Wars: Battle of Geonosis,12173475211,100,1200,300.0,434.61538461538464
1765,Identity Fraud [OST],338521019,20,300,100.0,140.0
1766,Limited Jumps Obby,16957246664,49,999,199.0,312.3333333333333
1767,Luxury Palace Tycoon🏰,17327094618,299,3999,599.0,1010.1111111111111
1768,How Far Can You Backflip?,11459646568,10,495,50.0,131.0
1769,🎲 Dice [PLS DONATE CODES],16631082838,499,499,499.0,499.0
1770,Military Warfare Tycoon,62124643,120,850,450.0,488.57142857142856
1771,Steal Time X,13106682211,79,599,189.0,242.33333333333334
1772,FORTLINE🔥,16440734455,99,499,199.0,270.42857142857144
1773,Shipwrecked! [HOSPITAL SHIP],10419668476,49,799,199.0,315.6666666666667
1774,Eat Ball Simulator,15127820523,229,849,459.0,515.6666666666666
1775,SCP Monsters or Trevor Creatures,8838701772,25,380,70.0,127.5
1776,Site 006 Roleplay,5897938254,250,3000,600.0,782.1428571428571
1777,🌙 Dreamhaven Tycoon,12673182034,99,499,249.0,274.0
1778,💥 Survive Nightmare Dog Day,17151520865,99,999,299.0,382.3333333333333
1779,☢️QS Energy Research Facility,3039795291,100,9000,287.5,1550.8333333333333
1780,Wizard Wars [ULTIMATES],5951776961,249,999,249.0,526.7777777777778
